customer_id,age,gender,region,annual_income,tenure_months,purchase_frequency_per_month,avg_basket_value,total_spend_12m,recency_days,online_purchase_ratio,returns_rate,loyalty_member,email_open_rate,preferred_category,satisfaction_score,cluster,pca1,pca2
CUST10020,54,Male,South,57715.85,27,2.03,192.51,4702.65,25,0.242,0.113,0,0.199,Apparel,7.54,3,0.9369868718225359,1.9864296731034856
CUST10021,47,Male,North,41225.67,1,1.09,14.68,189.76,53,0.305,0.027,0,0.367,Beauty,6.04,2,-1.3206188231923264,1.5178867751071292
CUST10022,41,Male,Central,88713.36,48,8.2,212.69,19071.93,9,0.636,0.072,1,0.48,Home & Kitchen,7.74,1,3.1074055233327087,-1.2100703313332515
CUST10023,32,Male,West,106326.48,65,9.48,108.69,10571.42,3,0.873,0.049,1,0.572,Apparel,8.33,1,1.9789753778908736,-2.42227122969857
CUST10024,19,Female,South,38826.25,17,6.13,46.81,3167.88,8,0.807,0.084,0,0.663,Sports & Outdoors,5.78,0,-1.3224497973610192,-2.23104018387308
CUST10025,58,Female,North,60246.55,33,2.06,240.42,6733.77,80,0.211,0.098,0,0.489,Apparel,9.39,3,1.38720759495215,2.6341236246720516
CUST10026,31,Female,North,33237.15,27,1.9,16.04,408.81,69,0.454,0.098,0,0.555,Apparel,6.74,4,-1.9272888857448631,0.6120617239738549
CUST10027,28,Male,North,24841.68,49,8.34,75.43,7425.52,18,0.634,0.172,1,0.312,Beauty,7.86,4,-0.3482865854119068,-1.17389949872973
CUST10028,27,Female,East,35076.52,48,1.0,79.36,984.37,1,0.685,0.182,0,0.595,Sports & Outdoors,7.98,4,-1.5742947743482054,-0.8440367769125837
CUST10029,31,Male,North,34352.51,14,2.31,21.32,557.05,44,0.207,0.011,0,0.075,Beauty,7.94,2,-1.526763056635843,1.5275823332693006
CUST10030,37,Female,Central,68947.48,19,2.03,233.69,6407.76,57,0.116,0.086,0,0.406,Electronics,4.51,3,0.9080029909926303,2.0069623450042804
CUST10031,31,Male,South,34407.15,25,3.0,10.22,338.89,67,0.305,0.098,0,0.512,Home & Kitchen,6.53,4,-1.761624010368931,0.7802675636051589
CUST10032,29,Female,Central,34593.16,74,1.36,16.5,242.89,55,0.296,0.0,0,0.284,Beauty,6.73,4,-1.7304733576736406,1.210774465312368
CUST10033,37,Female,West,80797.09,40,3.46,99.5,3846.18,45,0.417,0.141,1,0.338,Apparel,6.36,4,0.3309921834569542,0.7997032077710378
CUST10034,49,Female,West,52850.67,60,3.82,73.7,3107.79,8,0.624,0.104,1,0.262,Sports & Outdoors,6.09,4,0.02651998078969151,0.09146860829932373
CUST10035,38,Non-binary,West,48191.13,58,3.21,81.33,2991.51,14,0.512,0.045,0,0.374,Electronics,5.68,4,-0.43572468562215744,0.02098077471230315
CUST10036,52,Female,South,74206.76,32,8.41,126.13,11425.71,10,0.617,0.183,1,0.442,Apparel,6.96,1,1.9469701120836684,-0.8499198237968156
CUST10037,34,Female,South,36248.53,45,1.65,8.39,166.24,88,0.18,0.062,0,0.296,Sports & Outdoors,7.87,2,-1.6810643051378988,2.059212263166663
CUST10038,67,Female,North,84253.77,20,3.04,225.62,7056.95,64,0.182,0.109,1,0.462,Home & Kitchen,7.82,3,2.20200261422926,2.5122230064045628
CUST10039,23,Female,Central,45359.9,10,8.78,53.37,5399.57,12,0.719,0.045,1,0.524,Sports & Outdoors,8.5,0,-0.4647673706770483,-2.0396157131681845
CUST10040,39,Female,Central,29246.26,19,0.84,25.54,257.33,67,0.048,0.03,0,0.09,Home & Kitchen,8.47,2,-1.5536977359784268,2.6483863805893226
CUST10041,22,Female,Central,31639.19,2,6.6,35.58,2924.93,12,0.777,0.106,0,0.377,Groceries,6.93,0,-1.3527067808778988,-1.5780737441582884
CUST10042,37,Male,Central,18957.07,19,1.18,17.55,243.08,53,0.335,0.041,0,0.663,Electronics,8.33,2,-2.0793990621552103,0.6418082453492002
CUST10043,37,Female,South,60792.91,29,4.66,52.48,2624.26,39,0.476,0.013,1,0.417,Apparel,10.0,2,-0.3161016364969695,0.1480785756285821
CUST10044,47,Female,Central,98727.69,28,11.86,100.77,14926.81,1,0.469,0.106,0,0.482,Beauty,8.14,1,2.9175955257942223,-1.5964882419131252
CUST10045,55,Female,South,57834.27,5,3.21,218.19,8024.23,64,0.278,0.011,0,0.226,Electronics,8.11,3,1.3938553573462238,2.3492908548442584
CUST10046,51,Male,West,118600.86,41,5.87,122.41,8699.03,9,0.365,0.121,1,0.628,Groceries,9.8,1,2.3899881083435464,-0.27879750424498306
CUST10047,24,Male,North,29825.28,20,5.52,33.31,2491.65,1,0.947,0.022,0,0.536,Sports & Outdoors,7.48,0,-1.516572712087763,-2.194904248805784
CUST10048,25,Male,West,23066.8,27,3.52,54.08,2456.15,1,0.873,0.042,0,0.822,Electronics,7.73,0,-1.7809895261046058,-2.2037137423746254
CUST10049,29,Male,South,35518.18,34,3.74,18.13,763.8,51,0.605,0.19,0,0.595,Beauty,7.39,4,-1.7070588285017834,-0.3695874709821393
CUST10050,49,Female,North,57470.27,36,5.2,76.15,4482.95,14,0.407,0.101,0,0.487,Beauty,8.62,4,0.3649507741531116,-0.014355144903502384
CUST10051,48,Male,Central,68220.32,14,1.25,248.9,3517.33,71,0.313,0.038,0,0.653,Groceries,6.91,3,0.8165851065969587,1.9435377326132504
CUST10052,34,Male,West,50881.74,20,2.62,40.1,1157.73,25,0.661,0.075,0,0.495,Beauty,6.47,4,-1.1549158753438213,-0.39677710525334786
CUST10053,37,Male,East,68124.09,1,5.95,58.31,3723.63,36,0.602,0.1,1,0.354,Apparel,7.54,2,-0.018936255685514353,-0.2326339331491122
CUST10054,27,Female,East,45939.94,39,4.24,36.9,2155.12,11,1.0,0.013,0,0.646,Sports & Outdoors,5.81,0,-1.2929940207427235,-2.0589225504142425
CUST10055,39,Male,North,37315.61,39,4.92,67.34,3926.16,19,0.261,0.033,1,0.374,Home & Kitchen,10.0,2,-0.36605465471503307,0.3292524123028226
CUST10056,36,Female,Central,25412.83,12,2.9,14.56,467.45,52,0.368,0.015,0,0.284,Groceries,6.35,2,-1.707180579362812,0.9698157398419648
CUST10057,28,Female,South,29093.83,26,3.55,30.2,1185.94,18,0.186,0.066,0,0.196,Groceries,7.47,2,-1.439387400119501,0.657539122666481
CUST10058,21,Male,North,28825.68,38,3.29,10.47,427.54,50,0.147,0.058,0,0.234,Groceries,6.35,4,-1.913521957840623,1.0109555736351912
CUST10059,55,Female,West,53885.34,25,9.6,190.03,19529.59,1,0.66,0.118,0,0.468,Groceries,6.98,1,2.8046064217386792,-1.301367590179435
CUST10060,45,Male,East,81895.95,21,8.54,188.12,20770.26,4,0.39,0.012,1,0.466,Groceries,7.66,1,3.1697440572103477,-0.8693535780580652
CUST10061,45,Female,Central,106498.1,6,9.92,195.58,22514.45,3,0.573,0.014,0,0.351,Apparel,4.9,1,3.9343158241417306,-1.2671249400800144
CUST10062,21,Male,East,57006.52,43,4.97,94.63,5701.29,39,0.581,0.05,1,0.622,Apparel,8.64,0,-0.4097486585784139,-0.8767938458848666
CUST10063,70,Non-binary,Central,98290.52,48,8.76,128.73,15438.78,11,0.664,0.029,0,0.55,Apparel,6.76,1,3.381965782851706,-0.8423027389621434
CUST10064,34,Male,East,102709.53,40,8.53,174.5,15612.01,13,1.0,0.076,0,0.651,Groceries,6.92,1,2.500046812633125,-2.4212191618560777
CUST10065,25,Male,South,44589.27,1,3.78,32.4,1299.36,13,0.861,0.068,1,0.469,Sports & Outdoors,9.77,0,-1.4879717368541943,-1.360919463182134
CUST10066,40,Female,North,39542.36,30,0.98,25.46,266.29,42,0.534,0.067,0,0.639,Electronics,5.95,4,-1.578889428966643,0.23573336790350358
CUST10067,45,Female,East,51219.14,26,3.73,48.18,2352.89,42,0.423,0.075,1,0.469,Groceries,8.67,2,-0.4696585237437528,0.5400061408630279
CUST10068,32,Male,South,26152.82,20,3.61,17.28,801.69,1,0.477,0.055,0,0.55,Apparel,6.81,2,-1.6700646924689582,-0.8070824009267261
CUST10069,45,Female,North,59952.13,69,4.55,72.78,3914.32,49,0.641,0.087,1,0.237,Groceries,8.37,4,0.15709208548218498,0.5725553502399348
CUST10070,62,Male,North,55040.73,43,2.1,263.95,5722.46,102,0.282,0.028,0,0.275,Groceries,7.46,3,1.4564164566507392,3.4531729172688657
CUST10071,35,Non-binary,West,42254.97,55,1.38,17.34,299.09,25,0.28,0.046,0,0.33,Groceries,6.76,4,-1.3769530092893714,0.8145590684157172
CUST10072,34,Female,North,35308.91,16,2.54,28.17,852.75,32,0.379,0.0,1,0.349,Sports & Outdoors,7.17,2,-1.445617009896237,0.5245926343762009
CUST10073,32,Female,North,77782.49,35,2.83,22.63,717.96,36,0.855,0.074,1,0.339,Apparel,7.4,4,-0.7670802117906755,-0.41334182862479096
CUST10074,40,Female,West,65085.03,29,1.18,226.12,3395.12,78,0.0,0.114,0,0.24,Apparel,6.38,3,0.6002445168623404,3.188250658632783
CUST10075,54,Male,Central,79533.46,44,2.39,140.07,3462.21,106,0.103,0.087,0,0.454,Groceries,5.79,3,0.8208023022592613,2.968076287051254
CUST10076,47,Male,North,53192.31,33,1.71,214.61,4634.77,68,0.152,0.082,0,0.331,Beauty,7.28,3,0.6289145224425808,2.5737902892991666
CUST10077,31,Female,North,30095.93,35,3.83,22.57,1021.83,70,0.368,0.155,1,0.53,Groceries,7.3,4,-1.6414685734866525,0.5812192840545892
CUST10078,53,Male,East,118171.84,13,10.18,169.6,22508.35,17,0.401,0.005,1,0.499,Groceries,8.57,1,4.3249827654591835,-0.8550676752858568
CUST10079,19,Male,West,39027.47,25,4.09,22.68,992.61,25,0.572,0.0,0,0.327,Electronics,6.98,2,-1.6774180880396858,-0.5709146120870496
CUST10080,41,Female,Central,68263.42,30,6.09,72.0,4685.96,43,0.805,0.081,1,0.277,Apparel,6.02,4,0.27370782245939995,-0.28742397564275995
CUST10081,56,Male,Central,63567.8,28,2.29,189.97,5036.4,110,0.305,0.082,0,0.213,Home & Kitchen,7.42,3,0.9421982999573483,3.267334133568612
CUST10082,42,Female,East,117098.98,31,6.34,109.43,7945.91,1,0.377,0.085,0,0.387,Beauty,5.92,1,2.0382343977601156,-0.33281944947434816
CUST10083,39,Female,Central,37130.65,17,1.45,10.79,207.89,41,0.566,0.083,0,0.719,Apparel,9.13,2,-1.7264393887802896,-0.11324522141860577
CUST10084,48,Male,East,124322.17,13,9.4,126.18,15326.11,5,0.543,0.061,1,0.45,Home & Kitchen,5.51,1,3.3048049752938438,-1.1794076338408506
CUST10085,23,Female,North,151479.47,39,11.64,147.81,21102.26,7,0.607,0.092,0,0.453,Groceries,7.04,1,4.048011389001107,-2.351220312999907
CUST10086,37,Male,East,56083.61,70,1.03,159.0,2047.3,96,0.121,0.083,0,0.518,Home & Kitchen,6.21,3,-0.2595297610129622,2.490155624417619
CUST10087,43,Female,West,80849.26,42,2.16,252.94,7081.34,87,0.161,0.119,0,0.233,Home & Kitchen,7.4,3,1.5619841593434327,2.9510770578524124
CUST10088,31,Female,East,53554.81,30,3.47,64.46,2921.0,2,0.532,0.019,0,0.218,Apparel,6.53,2,-0.5848101152587656,-0.19695296501175605
CUST10089,24,Male,South,34923.01,17,6.34,63.04,5115.7,8,0.712,0.089,0,0.709,Home & Kitchen,7.01,0,-0.9434181500066737,-2.0333939915200947
CUST10090,40,Female,West,26158.72,37,2.98,21.03,699.7,66,0.764,0.035,0,0.425,Beauty,6.91,2,-1.6542172537934503,0.2696040371971862
CUST10091,39,Male,South,64794.32,33,2.19,173.06,4507.56,95,0.489,0.105,0,0.475,Groceries,5.92,3,0.19981113625598412,1.6847422568948374
CUST10092,48,Male,West,82174.57,58,1.64,255.36,5338.16,73,0.547,0.0,1,0.543,Beauty,7.02,3,1.4065253892369267,1.6230396068877937
CUST10093,25,Female,South,30764.21,28,10.48,38.85,4316.04,1,0.847,0.116,0,0.511,Home & Kitchen,7.55,0,-0.690874901039705,-2.658846613633321
CUST10094,57,Female,North,50917.5,2,2.53,205.45,5551.81,95,0.089,0.101,0,0.196,Beauty,8.55,3,0.9288941625053643,3.5043747907983143
CUST10095,22,Female,North,43428.69,43,4.91,42.56,2143.22,12,0.75,0.034,0,0.491,Home & Kitchen,6.2,0,-1.2478215254385872,-1.461024217326531
CUST10096,22,Female,Central,41992.53,25,7.23,50.51,4078.62,11,0.801,0.138,0,0.426,Apparel,7.25,0,-0.8538978374069051,-1.8053089972614234
CUST10097,27,Female,West,31319.93,42,1.68,48.83,970.27,19,0.715,0.094,0,0.455,Apparel,7.0,4,-1.7699522859355734,-0.5498186825371105
CUST10098,28,Male,East,31743.78,45,3.35,28.64,1246.5,87,0.415,0.159,0,0.54,Groceries,8.76,4,-1.7128838075706359,0.7673222683902458
CUST10099,25,Female,North,33479.03,15,3.0,24.84,1005.68,76,0.198,0.0,0,0.507,Beauty,7.41,2,-1.7948873695734284,1.0152709081201008
CUST10100,33,Male,West,36638.08,41,0.81,13.68,143.58,31,0.538,0.069,0,0.436,Home & Kitchen,5.72,4,-1.8292401166776142,0.2247494850903254
CUST10101,53,Male,South,78319.5,29,0.2,245.89,573.63,52,0.296,0.174,0,0.162,Home & Kitchen,7.12,3,1.0019765469152058,2.9625938846888764
CUST10102,49,Female,South,95344.66,42,7.4,157.08,14638.09,17,0.512,0.0,1,0.676,Home & Kitchen,8.43,1,2.6571138404827463,-0.9090596801215025
CUST10103,21,Male,West,49427.11,19,8.73,48.5,4695.36,12,0.718,0.098,0,1.0,Home & Kitchen,5.45,0,-0.7057397945852298,-2.975530249150115
CUST10104,40,Female,South,56504.05,37,4.63,80.58,4287.66,39,0.411,0.0,0,0.317,Sports & Outdoors,6.78,2,0.021811879314871278,0.5614577019644618
CUST10105,49,Male,South,106835.44,38,10.1,109.73,13014.21,6,0.258,0.145,1,0.35,Home & Kitchen,7.77,1,2.947679760318052,-0.44738888216274725
CUST10106,23,Male,Central,46294.85,7,5.74,67.67,4429.19,1,0.849,0.078,0,0.164,Groceries,7.5,0,-0.7094320925407595,-1.3001791230738788
CUST10107,60,Male,Central,79168.76,26,2.54,181.18,5601.75,1,0.437,0.093,0,0.334,Apparel,7.38,3,1.573337965134725,0.9650662548698847
CUST10108,34,Male,Central,81517.43,10,12.04,168.72,25938.88,6,0.777,0.0,0,0.464,Sports & Outdoors,6.14,1,3.3873588415904625,-2.6266115611086662
CUST10109,24,Male,North,32852.09,43,1.21,7.2,104.02,47,0.088,0.0,0,0.348,Electronics,8.09,2,-1.9853913568369879,1.2414475501146829
CUST10110,64,Male,Central,150978.53,24,10.52,133.59,18988.32,10,0.728,0.15,0,0.618,Apparel,7.56,1,4.711465123198566,-1.5802360112842568
CUST10111,31,Male,North,29241.62,17,1.56,20.72,393.17,51,0.283,0.154,0,0.579,Apparel,2.97,4,-2.007576314479802,0.6504876216251355
CUST10112,37,Female,South,59547.95,62,5.51,51.97,3807.89,27,0.698,0.062,1,0.546,Apparel,9.48,0,-0.17190526789125624,-0.8972860419104102
CUST10113,43,Female,North,65110.76,26,2.56,88.27,3070.63,25,0.703,0.036,0,0.515,Apparel,7.51,2,-0.15058584410238007,-0.173279126479202
CUST10114,28,Female,South,74129.79,18,1.08,128.84,1452.79,29,0.417,0.137,0,0.345,Beauty,5.04,4,-0.40019774497969574,0.7841148267376891
CUST10115,33,Male,West,42499.32,37,3.77,76.12,3875.58,33,0.599,0.052,1,0.541,Electronics,7.79,2,-0.7440296548912114,-0.3869514791310146
CUST10116,51,Male,East,48866.39,15,3.66,100.63,4402.37,11,0.251,0.027,1,0.518,Sports & Outdoors,6.38,2,0.19730589842216242,0.5160971406028454
CUST10117,29,Male,North,30370.07,44,4.17,26.04,1385.11,19,0.474,0.003,0,0.274,Beauty,6.39,2,-1.4015648854090321,-0.13832123982119468
CUST10118,36,Female,North,44930.21,20,2.82,79.13,2775.32,32,0.695,0.053,1,0.519,Sports & Outdoors,8.71,2,-0.8400254313061101,-0.28547931422572226
CUST10119,22,Male,South,41784.07,1,4.27,42.89,2154.85,14,0.869,0.038,0,0.563,Beauty,7.28,0,-1.502939724471136,-1.6966250791268171
CUST10120,29,Female,South,61499.62,25,5.88,79.22,5461.43,24,0.464,0.095,1,0.678,Apparel,9.68,0,-0.07514771319091826,-0.9509178117145588
CUST10121,42,Male,North,59720.02,45,4.6,83.37,4630.27,30,0.314,0.104,1,0.497,Beauty,7.44,4,0.19199034591720365,0.3360275600283089
CUST10122,40,Female,Central,119527.11,9,9.83,171.3,21918.08,7,0.804,0.066,1,0.766,Beauty,7.8,1,3.671185210300394,-2.583473075946863
CUST10123,30,Female,West,31816.58,30,1.82,12.59,298.43,59,0.326,0.01,0,0.526,Groceries,8.62,2,-1.9049740545584934,0.7269155350075348
CUST10124,34,Male,North,74892.67,48,9.25,81.91,9879.86,1,0.657,0.037,1,0.325,Home & Kitchen,6.25,1,1.241954744250895,-1.5694859196392743
CUST10125,26,Male,West,35419.51,20,6.62,12.65,978.71,14,0.872,0.0,1,0.506,Apparel,5.8,0,-1.4814825983206605,-1.9012695785401241
CUST10126,34,Female,East,52049.1,17,5.77,86.53,5280.8,10,0.508,0.0,1,0.816,Apparel,8.52,0,-0.14909319182374103,-1.3776762095540234
CUST10127,48,Male,Central,47100.74,36,4.84,70.69,3993.78,42,0.425,0.1,0,0.335,Home & Kitchen,5.93,4,-0.04503108024998598,0.7122555594460087
CUST10128,25,Female,North,32514.12,12,1.57,19.53,357.09,27,0.289,0.093,0,0.392,Apparel,5.48,4,-1.9835571618932795,0.4291287275371225
CUST10129,25,Female,North,45774.92,36,7.87,41.65,4168.72,17,0.756,0.089,0,0.686,Apparel,7.11,0,-0.7083574722232587,-2.15141469183209
CUST10130,28,Male,West,66097.07,61,5.28,63.23,3421.66,9,0.849,0.006,0,0.354,Groceries,7.38,0,-0.25647518596438507,-1.3113104648557528
CUST10131,38,Male,East,98803.11,18,12.0,122.78,17004.98,1,0.674,0.001,1,0.411,Groceries,5.35,1,2.896206376507842,-2.1499419789236676
CUST10132,32,Male,East,35906.97,31,2.82,19.83,655.3,73,0.142,0.031,0,0.018,Beauty,7.77,2,-1.4036083518481388,2.1999086660344913
CUST10133,55,Male,South,122471.35,36,7.2,158.51,14754.85,8,0.526,0.071,0,0.576,Home & Kitchen,7.66,1,3.400915478998677,-0.7000423239594911
CUST10134,31,Female,East,37997.9,48,3.45,97.1,4468.83,9,0.553,0.074,0,0.523,Beauty,9.21,0,-0.6447448498357414,-0.6185300292997361
CUST10135,50,Male,South,113550.45,33,7.36,169.91,14207.42,2,0.728,0.088,1,0.608,Apparel,6.6,1,3.0219590067546176,-1.366848484584332
CUST10136,28,Female,South,42834.61,21,7.43,56.39,4662.38,4,0.993,0.057,1,0.548,Home & Kitchen,8.42,0,-0.6211074420289621,-2.406166354834539
CUST10137,45,Female,East,89307.82,17,1.85,124.13,2956.78,61,0.495,0.074,0,0.816,Apparel,5.87,3,0.367852131236893,0.5639439466080154
CUST10138,44,Male,Central,92579.06,41,9.83,190.1,24199.94,13,0.288,0.126,1,0.444,Home & Kitchen,8.93,1,3.8690058390945645,-0.7668173765141695
CUST10139,23,Male,Central,40249.63,34,4.75,59.15,3443.12,35,0.675,0.006,0,0.28,Beauty,5.8,2,-1.078082449847296,-0.4749338140696725
CUST10140,48,Male,North,60493.16,51,5.4,98.75,6154.86,24,0.402,0.119,0,0.421,Beauty,5.61,4,0.6907017818672835,0.23733111610515434
CUST10141,45,Female,West,81526.17,31,10.88,160.97,20711.6,1,0.472,0.033,0,0.467,Electronics,6.92,1,3.249899022091247,-1.5055588218542564
CUST10142,31,Female,North,33831.49,18,6.49,55.77,4653.92,21,0.88,0.071,1,0.808,Electronics,8.69,0,-0.9180570808252887,-2.1708797732951104
CUST10143,54,Male,West,99702.8,27,9.83,167.97,21224.88,10,0.482,0.071,1,0.488,Home & Kitchen,7.88,1,3.8207303883980295,-1.004195236844368
CUST10144,36,Female,Central,60156.22,55,13.09,104.8,16050.22,6,0.681,0.073,1,0.403,Sports & Outdoors,7.74,1,2.063396169276674,-2.2942636594893537
CUST10145,36,Non-binary,South,32123.27,5,3.04,10.69,446.17,36,0.514,0.01,1,0.484,Electronics,8.31,2,-1.6440340761729575,0.017615425418477906
CUST10146,56,Female,South,80744.53,10,1.05,231.86,2489.62,120,0.233,0.004,1,0.346,Sports & Outdoors,9.23,3,1.1323112316730797,3.7355855100207314
CUST10147,20,Female,Central,25548.92,10,4.92,28.62,1459.08,13,0.852,0.089,1,0.783,Sports & Outdoors,8.16,0,-2.0065977163336264,-2.255466464854523
CUST10148,47,Male,Central,31551.53,25,0.2,9.19,20.91,36,0.505,0.113,0,0.378,Electronics,7.58,4,-1.6356842837403693,0.9412790593373884
CUST10149,62,Male,South,96337.03,31,11.74,141.34,18600.8,9,0.534,0.069,1,0.428,Groceries,8.07,1,3.8328173865319672,-1.0740759592411633
CUST10150,39,Male,Central,63287.09,24,6.53,106.63,8929.72,39,0.416,0.097,0,0.797,Beauty,9.93,0,0.7247943234535238,-0.6779418349964155
CUST10151,47,Female,North,101753.91,17,12.39,164.11,24288.81,7,0.313,0.047,0,0.296,Sports & Outdoors,6.48,1,4.269443861714957,-1.0312364619854846
CUST10152,39,Male,East,37992.9,26,3.87,21.64,1068.46,82,0.368,0.09,0,0.58,Electronics,8.13,2,-1.2848393727280683,0.8905331527668744
CUST10153,27,Female,West,39938.57,24,7.02,103.89,7501.06,1,1.0,0.074,0,0.515,Beauty,7.48,0,-0.23013409019804446,-2.32069713667306
CUST10154,48,Male,North,50128.42,43,6.36,58.93,4584.81,28,0.433,0.004,0,0.334,Electronics,7.29,2,0.24815242078413843,0.1840904839871706
CUST10155,38,Male,West,65457.44,10,6.51,96.87,7101.86,14,0.891,0.087,0,0.591,Apparel,10.0,0,0.4622604321602896,-1.6494583954262556
CUST10156,61,Female,North,83575.66,15,1.04,133.24,1826.5,71,0.13,0.0,0,0.269,Sports & Outdoors,6.11,3,0.863263407940023,3.070641056168559
CUST10157,59,Female,South,53196.12,6,1.18,134.38,1724.16,100,0.234,0.103,0,0.341,Groceries,8.97,3,0.05800002283887003,3.1729898906461815
CUST10158,41,Female,West,112172.25,60,6.99,175.42,16648.37,4,0.486,0.038,0,0.48,Electronics,7.69,1,3.131190018054227,-0.8634973669749125
CUST10159,49,Male,East,40240.53,32,2.35,112.51,3550.19,38,0.214,0.01,0,0.492,Sports & Outdoors,8.97,2,-0.15913139398627962,1.3027720584285434
CUST10160,58,Female,South,58115.77,4,11.04,114.96,17030.31,4,0.5,0.082,0,0.583,Groceries,9.07,1,2.482560375408258,-1.426161993797651
CUST10161,58,Male,North,79857.52,19,0.7,232.7,1736.42,116,0.197,0.039,1,0.133,Sports & Outdoors,8.03,3,1.1632604546487626,4.263988733237447
CUST10162,27,Male,Central,83429.82,50,2.1,236.0,5642.59,10,0.201,0.034,0,0.35,Home & Kitchen,6.38,3,1.0728713304701467,0.9161559736988213
CUST10163,29,Female,North,41927.02,63,4.57,58.45,3626.79,7,0.873,0.0,0,0.676,Beauty,6.01,0,-0.9282058792971106,-1.90819263234322
CUST10164,31,Male,North,33022.78,19,1.54,16.76,295.7,57,0.374,0.071,0,0.586,Groceries,6.88,2,-1.9446588315317521,0.5646777285716804
CUST10165,52,Male,East,51432.61,38,7.53,105.19,8166.23,14,0.394,0.0,0,0.352,Home & Kitchen,6.85,2,1.1181428206341257,-0.040280189142771164
CUST10166,45,Female,Central,66625.67,56,9.88,131.04,15688.39,14,0.836,0.032,0,0.795,Groceries,6.8,1,2.0331259992392536,-2.417780930897728
CUST10167,30,Male,West,30405.35,1,2.5,27.47,924.51,13,0.288,0.078,0,0.409,Groceries,8.45,2,-1.6461604674469439,0.18330503132291406
CUST10168,25,Female,North,27565.9,24,2.95,15.81,579.91,40,0.543,0.012,0,0.436,Home & Kitchen,5.83,2,-2.0162521427125193,-0.16248472980009523
CUST10169,25,Male,West,27633.18,24,4.57,29.57,1581.85,1,0.976,0.043,0,0.467,Electronics,7.1,0,-1.7233990495059979,-1.9449220789171435
CUST10170,43,Male,North,64625.4,13,2.25,179.36,4510.44,71,0.291,0.012,1,0.364,Groceries,7.93,3,0.504978211256263,1.9964116704233252
CUST10171,28,Female,West,38027.56,1,2.6,14.98,496.03,51,0.339,0.077,0,0.365,Home & Kitchen,8.2,2,-1.7390482015473625,0.715780343509167
